"DATAPGTO","DIASEMANAPGTO","DOCUMENTOFORNECEDOR","DOCUMENTOSERVIDOR","LATITUDE","LONGITUDE","MANDATO","MUNICIPIO","NOMEFORNECEDOR","PORTE","SUBELEMENTODESPESA","TIPODOCUMENTO","UF","VALOR"
"2011-01-04","terça-feira","00442798000121","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","COPALIMPA PRODUTOS DE LIMPEZA E UTILIDADES LTDA","DEMAIS","MATERIAL DE COPA E COZINHA","CNPJ","DF","245.7"
"2011-01-04","terça-feira","00080465000361","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","CASA RIO GRANDE DO SUL","EMPRESA DE PEQUENO PORTE","MATERIAL DE COPA E COZINHA","CNPJ","DF","593.03"
"2011-01-04","terça-feira","04563883000107","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","OFICIO ROUPAS PROFISSIONAIS LTDA","MICRO EMPRESA","UNIFORMES, TECIDOS E AVIAMENTOS","CNPJ","DF","300.0"
"2011-01-04","terça-feira","04563883000107","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","OFICIO ROUPAS PROFISSIONAIS LTDA","MICRO EMPRESA","UNIFORMES, TECIDOS E AVIAMENTOS","CNPJ","DF","125.0"
"2011-01-04","terça-feira","08811578000130","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","SHIZEN CELLIS ALIMENTOS E PRODUTOS NATURAIS","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","44.6"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1957.2"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","291.9"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1621.2"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1495.2"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1373.4"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1665.3"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","934.5"
"2011-01-05","quarta-feira","02542529000162","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","GOLDEN TOWER HOTEIS E TURISMO LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1957.2"
"2011-01-06","quinta-feira","08811578000130","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","SHIZEN CELLIS ALIMENTOS E PRODUTOS NATURAIS","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","83.4"
"2011-01-06","quinta-feira","08811578000130","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","SHIZEN CELLIS ALIMENTOS E PRODUTOS NATURAIS","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","205.0"
"2011-01-06","quinta-feira","00839308000125","***.004.131-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","CRISTAL LIMPEZA","EMPRESA DE PEQUENO PORTE","MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO","CNPJ","DF","869.2"
"2011-01-06","quinta-feira","33000118000179","***.455.101-**","-43.227875125","-22.8766521182","DILMA 1","Rio de Janeiro","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","RJ","131.78"
"2011-01-06","quinta-feira","33000118000179","***.455.101-**","-43.227875125","-22.8766521182","DILMA 1","Rio de Janeiro","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","RJ","186.59"
"2011-01-06","quinta-feira","17314329000553","***.582.401-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","DEMAIS","SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL","CNPJ","SP","3790.35"
"2011-01-06","quinta-feira","17314329000553","***.582.401-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","DEMAIS","SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL","CNPJ","SP","6790.45"
"2011-01-06","quinta-feira","17314329000553","***.582.401-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","DEMAIS","SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL","CNPJ","SP","150.0"
"2011-01-07","sexta-feira","05917214000140","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","EMPORIO VERDE","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","169.5"
"2011-01-07","sexta-feira","47508411107627","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","COMPANHIA BRASILEIRA DE DISTRIBUICAO","DEMAIS","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","250.55"
"2011-01-07","sexta-feira","05917214000140","***.262.471-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","EMPORIO VERDE","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","317.0"
"2011-01-07","sexta-feira","33000118001493","***.582.401-**","-34.8889419446","-8.0627624831","DILMA 1","Recife","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PE","321.01"
"2011-01-07","sexta-feira","33000118001493","***.582.401-**","-34.8889419446","-8.0627624831","DILMA 1","Recife","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PE","306.52"
"2011-01-07","sexta-feira","33000118001493","***.582.401-**","-34.8889419446","-8.0627624831","DILMA 1","Recife","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PE","139.96"
"2011-01-07","sexta-feira","33000118000926","***.582.401-**","-48.4878256875","-1.459845","DILMA 1","Belém","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PA","1.86"
"2011-01-07","sexta-feira","33000118000926","***.582.401-**","-48.4878256875","-1.459845","DILMA 1","Belém","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PA","1.4"
"2011-01-07","sexta-feira","33000118000179","***.351.131-**","-43.227875125","-22.8766521182","DILMA 1","Rio de Janeiro","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","RJ","366.61"
"2011-01-07","sexta-feira","33000118000179","***.351.131-**","-43.227875125","-22.8766521182","DILMA 1","Rio de Janeiro","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","RJ","276.74"
"2011-01-07","sexta-feira","33000118000179","***.351.131-**","-43.227875125","-22.8766521182","DILMA 1","Rio de Janeiro","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","RJ","138.86"
"2011-01-07","sexta-feira","33000118000179","***.351.131-**","-43.227875125","-22.8766521182","DILMA 1","Rio de Janeiro","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","RJ","124.14"
"2011-01-07","sexta-feira","00965403000175","***.270.201-**","-48.6491829025","-26.8974391193","DILMA 1","Navegantes","VIT SOLO","DEMAIS","SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL","CNPJ","SC","1160.38"
"2011-01-07","sexta-feira","06990661000279","***.270.201-**","-40.4999993347","-9.397375515","DILMA 1","Petrolina","DNATA BRASIL","DEMAIS","SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL","CNPJ","PE","290.0"
"2011-01-07","sexta-feira","06990661000279","***.270.201-**","-40.4999993347","-9.397375515","DILMA 1","Petrolina","DNATA BRASIL","DEMAIS","SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL","CNPJ","PE","600.0"
"2011-01-10","segunda-feira","05917214000140","***.004.131-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","EMPORIO VERDE","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","1000.0"
"2011-01-10","segunda-feira","08811578000130","***.004.131-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","SHIZEN CELLIS ALIMENTOS E PRODUTOS NATURAIS","MICRO EMPRESA","GENEROS DE ALIMENTAÇÃO","CNPJ","DF","43.0"
"2011-01-10","segunda-feira","62268875000126","***.079.968-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","POSTO DO GRANDE SAO PAULO LTDA","EMPRESA DE PEQUENO PORTE","COMBUSTIVEIS E LUBRIF. AUTOMOTIVOS","CNPJ","SP","150.01"
"2011-01-10","segunda-feira","09967852013539","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","NOVOTEL JARAGUA SAO PAULO CONVENTIONS","DEMAIS","HOSPEDAGENS","CNPJ","SP","10999.8"
"2011-01-10","segunda-feira","04798515000130","***.559.816-**","-44.9617319606","-22.5777498804","DILMA 1","Cruzeiro","POUSADA FLOR DA SERRA CRUZEIRO LTDA","MICRO EMPRESA","HOSPEDAGENS","CNPJ","SP","118.0"
"2011-01-10","segunda-feira","04798515000130","***.559.816-**","-44.9617319606","-22.5777498804","DILMA 1","Cruzeiro","POUSADA FLOR DA SERRA CRUZEIRO LTDA","MICRO EMPRESA","HOSPEDAGENS","CNPJ","SP","205.0"
"2011-01-10","segunda-feira","04798515000130","***.559.816-**","-44.9617319606","-22.5777498804","DILMA 1","Cruzeiro","POUSADA FLOR DA SERRA CRUZEIRO LTDA","MICRO EMPRESA","HOSPEDAGENS","CNPJ","SP","118.0"
"2011-01-10","segunda-feira","00965403001651","***.270.201-**","-51.1788602059","-29.1668990111","DILMA 1","Caxias do Sul","VIT SOLO","DEMAIS","SERV.DE APOIO ADMIN.,TECNICO E OPERACIONAL","CNPJ","RS","1740.56"
"2011-01-10","segunda-feira","01875545000104","***.232.581-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","SHOPPING DAS PISCINAS","MICRO EMPRESA","MATERAIL QUIMICO","CNPJ","DF","530.25"
"2011-01-11","terça-feira","02036590000138","***.004.131-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","BSB VIAGENS","EMPRESA DE PEQUENO PORTE","MATERIAL DE PROTEÇÃO E SEGURANÇA","CNPJ","DF","1500.0"
"2011-01-11","terça-feira","33000118000926","***.455.101-**","-48.4878256875","-1.459845","DILMA 1","Belém","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PA","117.67"
"2011-01-11","terça-feira","33000118000926","***.455.101-**","-48.4878256875","-1.459845","DILMA 1","Belém","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PA","107.22"
"2011-01-11","terça-feira","33000118000926","***.455.101-**","-48.4878256875","-1.459845","DILMA 1","Belém","OI","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","PA","103.21"
"2011-01-11","terça-feira","33530486000129","***.351.131-**","-43.227875125","-22.8766521182","DILMA 1","Rio de Janeiro","EMPRESA BRASILEIRA DE TELECOMUNICACOES S A EMBRATEL","DEMAIS","SERVIÇOS DE TELECOMUNICAÇÕES","CNPJ","RJ","27.17"
"2011-01-11","terça-feira","08998246000106","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","IBIRAPUERA HOTEL & CONVENTION CENTER LTDA.","EMPRESA DE PEQUENO PORTE","HOSPEDAGENS","CNPJ","SP","1323.0"
"2011-01-11","terça-feira","08998246000106","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","IBIRAPUERA HOTEL & CONVENTION CENTER LTDA.","EMPRESA DE PEQUENO PORTE","HOSPEDAGENS","CNPJ","SP","1323.0"
"2011-01-11","terça-feira","00096115000121","***.559.816-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","TORRE PALACE HOTEL","DEMAIS","HOSPEDAGENS","CNPJ","DF","4741.0"
"2011-01-11","terça-feira","00096115000121","***.559.816-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","TORRE PALACE HOTEL","DEMAIS","HOSPEDAGENS","CNPJ","DF","286.0"
"2011-01-11","terça-feira","00096115000121","***.559.816-**","-47.887905478","-15.7940873619","DILMA 1","Brasília","TORRE PALACE HOTEL","DEMAIS","HOSPEDAGENS","CNPJ","DF","671.0"
"2011-01-11","terça-feira","01943121000725","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","ESTANPLAZA ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1587.6"
"2011-01-11","terça-feira","01943121000725","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","ESTANPLAZA ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1587.6"
"2011-01-11","terça-feira","01943121000725","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","ESTANPLAZA ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1587.6"
"2011-01-11","terça-feira","01943121000725","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","ESTANPLAZA ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1587.6"
"2011-01-11","terça-feira","01943121000725","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","ESTANPLAZA ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1587.6"
"2011-01-11","terça-feira","01943121000725","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","ESTANPLAZA ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1587.6"
"2011-01-11","terça-feira","01943121000725","***.559.816-**","-46.5703831821","-23.5673865","DILMA 1","São Paulo","ESTANPLAZA ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA","DEMAIS","HOSPEDAGENS","CNPJ","SP","1587.6"
